SUMLEV,STATE,COUNTY,REGION,DIVISION,ctyname,STNAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,BIRTHS2000,BIRTHS2001,BIRTHS2002,BIRTHS2003,BIRTHS2004,DEATHS2000,DEATHS2001,DEATHS2002,DEATHS2003,DEATHS2004,INTERNATIONALMIG2000,INTERNATIONALMIG2001,INTERNATIONALMIG2002,INTERNATIONALMIG2003,INTERNATIONALMIG2004,INTERNALMIG2000,INTERNALMIG2001,INTERNALMIG2002,INTERNALMIG2003,INTERNALMIG2004,RESIDUAL2000,RESIDUAL2001,RESIDUAL2002,RESIDUAL2003,RESIDUAL2004,CENSUS2000GQPOP,GQESTIMATESBASE2000,GQPOPESTIMATES2000,GQPOPESTIMATES2001,GQPOPESTIMATES2002,GQPOPESTIMATES2003,GQPOPESTIMATES2004
50,26,99,2,3,Macomb County,Michigan,788149,788149,790963,800471,808001,815562,822660,2635,10139,9946,9976,9952,1661,7361,7336,7410,7445,588,2231,2186,2121,2121,1215,4297,2538,2687,2440,37,202,196,187,30,8861,8861,8861,8850,8848,8836,8853
50,26,101,2,3,Manistee County,Michigan,24527,24527,24640,24818,25074,25276,25090,65,267,230,230,255,56,282,305,317,333,1,4,5,5,4,106,193,328,290,-112,-3,-4,-2,-6,0,1164,1164,1164,1157,1195,1204,1013
50,26,103,2,3,Marquette County,Michigan,64634,64634,64614,64632,64714,64620,64874,142,603,625,604,569,154,633,644,628,612,6,28,27,27,27,-18,40,86,-88,268,4,-20,-12,-9,2,4036,4036,4036,4107,4328,4317,4297
50,26,105,2,3,Mason County,Michigan,28274,28274,28344,28490,28731,28844,29074,106,322,292,286,291,64,349,367,324,283,0,4,4,4,4,28,179,318,153,214,0,-10,-6,-6,4,535,535,535,545,545,546,546
50,26,107,2,3,Mecosta County,Michigan,40553,40553,40651,40853,41468,41749,42394,121,475,506,501,477,84,364,360,359,353,5,58,57,53,53,57,43,415,93,470,-1,-10,-3,-7,-2,3383,3383,3383,3393,3400,3400,3400
50,26,109,2,3,Menominee County,Michigan,25326,25326,25296,25261,25132,25131,25174,61,273,251,255,274,61,299,296,274,267,0,8,8,8,8,-30,-10,-88,14,27,0,-7,-4,-4,1,435,435,435,435,435,435,435
50,26,111,2,3,Midland County,Michigan,82874,82874,83005,83620,83815,84377,84615,292,1038,1003,1033,1035,151,644,620,644,630,37,167,164,159,161,-52,78,-346,26,-330,5,-24,-6,-12,2,1458,1458,1458,1488,1474,1474,1474
50,26,113,2,3,Missaukee County,Michigan,14478,14478,14556,14731,14994,15171,15286,48,176,170,170,181,31,143,131,140,138,0,2,2,2,2,63,143,225,148,69,-2,-3,-3,-3,1,206,206,206,206,206,206,206
50,26,115,2,3,Monroe County,Michigan,145945,145945,146502,147976,149285,150894,152552,455,1742,1647,1657,1679,324,1228,1211,1204,1241,25,122,121,120,119,401,875,774,1059,1093,0,-37,-22,-23,8,1543,1543,1543,1543,1543,1543,1543
50,26,117,2,3,Montcalm County,Michigan,61266,61266,61449,62012,62552,62996,63627,209,857,818,798,802,140,546,551,546,554,1,22,22,22,22,111,243,258,179,361,2,-13,-7,-9,0,2717,2717,2717,2667,2647,2644,2633
50,26,119,2,3,Montmorency County,Michigan,10315,10315,10375,10444,10485,10491,10498,28,83,90,85,78,29,147,177,148,145,0,0,1,1,1,63,135,131,70,73,-2,-2,-4,-2,0,127,127,127,127,127,127,127
50,26,121,2,3,Muskegon County,Michigan,170200,170200,170543,171463,172232,173286,174401,577,2437,2332,2323,2376,350,1609,1633,1569,1565,26,123,122,119,119,81,15,-35,205,174,9,-46,-17,-24,11,6059,6059,6059,6049,6024,6034,6062
50,26,123,2,3,Newaygo County,Michigan,47874,47874,48020,48755,48926,49460,49892,158,640,574,607,645,93,418,450,435,436,2,43,43,42,41,75,477,12,328,178,4,-7,-8,-8,4,681,681,681,681,681,681,681
50,26,125,2,3,Oakland County,Michigan,1194156,1194156,1196615,1202441,1203287,1208313,1213339,4100,16065,15378,15221,15067,2154,9095,9000,9023,9100,1311,5512,5360,5206,5204,-919,-6428,-10797,-6209,-6182,121,-228,-95,-169,37,13748,13748,13748,13828,13831,13840,13846
50,26,127,2,3,Oceana County,Michigan,26873,26873,26964,27207,27756,28058,28415,81,374,364,362,374,59,236,208,232,248,8,82,81,79,79,61,32,316,98,152,0,-9,-4,-5,0,765,765,765,765,765,765,765
50,26,129,2,3,Ogemaw County,Michigan,21645,21645,21694,21751,21785,21841,21919,62,214,223,206,214,71,311,286,279,274,0,3,5,5,5,59,154,96,128,134,-1,-3,-4,-4,-1,304,304,304,304,304,304,304
50,26,131,2,3,Ontonagon County,Michigan,7818,7818,7803,7738,7698,7597,7538,11,49,49,47,38,16,115,109,109,106,0,0,1,1,1,-9,4,20,-39,8,-1,-3,-1,-1,0,177,177,177,177,177,177,177
50,26,133,2,3,Osceola County,Michigan,23197,23197,23244,23353,23565,23673,23842,63,312,281,317,320,46,256,222,206,201,0,5,6,6,6,30,54,152,-5,43,0,-6,-5,-4,1,360,360,360,360,360,360,360
50,26,135,2,3,Oscoda County,Michigan,9418,9418,9423,9522,9453,9477,9348,28,84,91,90,80,31,113,110,99,87,0,0,1,1,0,7,129,-47,35,-125,1,-1,-4,-3,3,60,60,60,60,60,60,60
50,26,137,2,3,Otsego County,Michigan,23301,23301,23429,23794,24135,24357,24513,88,261,302,298,280,48,189,207,216,237,1,8,8,8,8,87,288,241,135,105,0,-3,-3,-3,0,231,231,231,231,231,231,231
50,26,139,2,3,Ottawa County,Michigan,238314,238314,239505,243557,246449,249547,252351,927,3607,3568,3444,3306,331,1457,1507,1517,1542,104,401,387,378,379,478,1565,485,828,631,13,-64,-41,-35,30,8778,8778,8778,9098,9555,9555,9555
50,26,141,2,3,Presque Isle County,Michigan,14411,14411,14376,14364,14338,14314,14306,32,119,129,122,130,59,182,181,168,160,0,1,1,1,1,-7,55,27,24,22,-1,-5,-2,-3,-1,221,221,221,221,221,221,221
50,26,143,2,3,Roscommon County,Michigan,25469,25469,25533,25762,25857,26179,26103,49,199,213,188,171,77,369,409,400,388,0,2,2,2,2,93,399,291,537,139,-1,-2,-2,-5,0,333,333,333,333,333,333,333
50,26,145,2,3,Saginaw County,Michigan,210039,210042,209949,209699,209851,209429,209062,717,2774,2824,2693,2589,478,2108,2079,2016,1983,34,164,162,158,160,-378,-1031,-733,-1224,-1139,12,-49,-22,-33,6,5600,5600,5600,5875,6069,6071,6073
50,26,147,2,3,St. Clair County,Michigan,164235,164235,164725,166089,167434,169557,170916,547,2062,1977,2004,2019,357,1510,1489,1496,1484,20,101,98,97,98,278,750,781,1545,710,2,-39,-22,-27,16,1677,1677,1677,1677,1677,1677,1677
50,26,149,2,3,St. Joseph County,Michigan,62422,62422,62538,62524,62434,62790,62964,230,982,856,882,961,127,638,538,561,567,33,141,137,135,134,-19,-486,-541,-91,-355,-1,-13,-4,-9,1,996,996,996,996,996,996,996
50,26,151,2,3,Sanilac County,Michigan,44547,44547,44541,44643,44755,44673,44828,145,543,543,516,460,121,465,441,466,501,1,5,6,5,5,-31,30,11,-130,191,0,-11,-7,-7,0,756,756,756,756,756,756,756
50,26,153,2,3,Schoolcraft County,Michigan,8903,8903,8916,8863,8785,8794,8874,20,93,88,82,68,32,105,107,110,97,0,-1,0,0,-1,25,-36,-57,38,111,0,-4,-2,-1,-1,381,381,381,382,384,385,387
50,26,155,2,3,Shiawassee County,Michigan,71687,71687,71710,72095,72233,72702,73125,232,896,911,886,862,164,618,650,631,635,0,12,12,11,11,-50,113,-126,214,181,5,-18,-9,-11,4,721,721,721,721,721,721,721
50,26,157,2,3,Tuscola County,Michigan,58266,58266,58295,58373,58272,58564,58646,171,688,669,667,699,120,545,576,552,549,1,7,6,6,6,-26,-57,-194,180,-80,3,-15,-6,-9,6,1461,1461,1461,1460,1455,1457,1394
50,26,159,2,3,Van Buren County,Michigan,76263,76263,76359,76830,77469,78122,78541,256,1059,1063,1013,980,150,655,687,681,671,22,100,97,96,96,-38,-11,175,237,3,6,-22,-9,-12,11,1916,1916,1916,1916,1916,1916,1916
50,26,161,2,3,Washtenaw County,Michigan,322895,322770,324244,328281,332449,335805,339191,1098,4086,4190,4196,4151,434,1883,1785,1793,1859,624,2436,2371,2312,2315,160,-504,-566,-1312,-1250,26,-98,-42,-47,29,21302,21302,21302,21461,21740,21434,21437
50,26,163,2,3,Wayne County,Michigan,2061162,2061162,2059283,2051105,2040153,2029256,2016202,7980,31592,30506,30158,29782,4892,20504,20192,19985,19983,1549,6746,6589,6403,6404,-6452,-25603,-27530,-27150,-29246,-64,-409,-325,-323,-11,32618,32618,32618,32448,32307,32168,32062
50,26,165,2,3,Wexford County,Michigan,30484,30484,30546,30670,30822,31307,31494,90,382,379,386,386,63,312,293,297,331,2,11,12,12,11,33,51,59,390,120,0,-8,-5,-6,1,371,371,371,371,371,371,371
40,27,0,2,4,Minnesota,Minnesota,4919479,4919492,4933750,4985666,5025081,5064172,5100958,16753,67157,66087,68305,69309,8613,38089,38175,37863,37946,3527,14635,14293,13923,13896,2620,7541,-3529,-5925,-8435,-29,672,739,651,-38,135882,135882,135882,137629,139541,142202,142202
50,27,1,2,4,Aitkin County,Minnesota,15301,15301,15348,15356,15622,15797,16031,24,151,128,145,169,42,196,175,185,198,0,2,2,2,2,67,57,311,216,264,-2,-6,0,-3,-3,174,174,174,174,174,174,174
50,27,3,2,4,Anoka County,Minnesota,298084,298084,299829,305573,310319,314403,319950,1064,4392,4236,4268,4235,357,1480,1500,1447,1385,131,501,496,482,481,901,2405,1555,820,2206,6,-74,-41,-39,10,2978,2978,2978,3067,3115,3172,3172
50,27,5,2,4,Becker County,Minnesota,30000,30000,30084,30362,30803,31308,31817,86,368,356,386,411,62,366,323,320,299,1,11,10,10,10,59,271,399,435,387,0,-6,-1,-6,0,483,483,483,483,483,483,483
50,27,7,2,4,Beltrami County,Minnesota,39650,39650,39785,40474,41169,41799,42263,147,582,572,604,627,75,341,357,324,312,4,40,37,39,38,56,417,452,318,108,3,-9,-9,-7,3,1898,1898,1898,1997,2163,2122,2122
50,27,9,2,4,Benton County,Minnesota,34226,34227,34488,35583,36664,37568,38099,154,552,559,587,561,62,311,317,319,316,7,36,36,35,35,164,649,658,448,243,-2,169,145,153,8,769,769,769,769,769,769,769
50,27,11,2,4,Big Stone County,Minnesota,5820,5820,5793,5723,5720,5682,5602,7,62,54,62,64,20,97,73,86,94,0,-1,0,0,-1,-13,-34,17,-13,-50,-1,0,-1,-1,1,173,173,173,173,173,173,173
50,27,13,2,4,Blue Earth County,Minnesota,55941,55941,55915,56277,56682,57229,57409,175,637,655,674,690,100,424,438,453,445,22,117,116,113,113,-125,51,78,223,-184,2,-19,-6,-10,6,4116,4116,4116,4226,4255,4288,4288
50,27,15,2,4,Brown County,Minnesota,26911,26911,26870,26951,26906,26756,26763,75,289,262,292,296,56,249,258,260,265,1,9,8,8,8,-60,37,-54,-184,-34,-1,-5,-3,-6,2,1161,1161,1161,1275,1309,1312,1312
50,27,17,2,4,Carlton County,Minnesota,31671,31671,31726,32086,32553,33141,33639,95,382,351,392,426,79,327,337,316,295,2,16,16,16,16,37,296,441,502,353,0,-7,-4,-6,-2,1472,1472,1472,1572,1558,1599,1599
50,27,19,2,4,Carver County,Minnesota,70205,70205,70878,73295,76102,79106,82122,255,1174,1152,1166,1183,69,287,268,296,327,39,159,158,152,152,453,1374,1775,1996,2012,-5,-3,-10,-14,-4,1019,1019,1019,1097,1109,1120,1120
50,27,21,2,4,Cass County,Minnesota,27150,27150,27299,27634,27930,28212,28460,82,331,325,337,319,64,318,318,266,283,0,3,3,3,3,141,327,290,215,206,-10,-8,-4,-7,3,433,433,433,443,433,420,420
50,27,23,2,4,Chippewa County,Minnesota,13088,13088,13074,12985,12919,12765,12659,39,136,103,127,144,32,138,158,167,183,0,1,2,2,2,-21,-86,-10,-113,-69,0,-2,-3,-3,0,297,297,297,297,297,297,297
50,27,25,2,4,Chisago County,Minnesota,41101,41101,41565,43241,44965,46817,48349,172,636,726,756,710,72,304,310,313,304,1,6,6,6,6,374,1336,1309,1411,1122,-11,2,-7,-8,-2,755,755,755,821,1065,1454,1454
50,27,27,2,4,Clay County,Minnesota,51229,51229,51304,51565,51805,52139,52905,138,455,498,587,593,89,389,378,415,417,15,69,67,64,65,7,138,65,105,527,4,-12,-12,-7,-2,4061,4061,4061,4071,4151,4115,4115
50,27,29,2,4,Clearwater County,Minnesota,8423,8423,8383,8400,8440,8399,8437,27,108,98,93,106,29,107,106,113,109,0,0,0,0,0,-37,19,49,-20,42,-1,-3,-1,-1,-1,180,180,180,180,180,180,180
50,27,31,2,4,Cook County,Minnesota,5168,5168,5193,5165,5207,5272,5317,12,41,36,40,42,14,63,42,45,39,0,5,6,6,5,28,-9,44,64,36,-1,-2,-2,0,1,57,57,57,57,57,57,57
50,27,33,2,4,Cottonwood County,Minnesota,12167,12167,12137,12056,12013,11947,11961,36,143,137,135,154,23,156,142,157,162,0,1,2,2,2,-42,-67,-37,-44,20,-1,-2,-3,-2,0,406,406,406,406,406,406,406
50,27,35,2,4,Crow Wing County,Minnesota,55099,55099,55334,56199,57347,58399,59431,147,670,701,721,782,105,530,539,509,478,5,19,17,18,18,195,714,975,832,716,-7,-8,-6,-10,-6,1041,1041,1041,1068,1072,1045,1045
50,27,37,2,4,Dakota County,Minnesota,355904,355904,357882,363839,368955,373521,379058,1373,5212,5074,5337,5480,378,1674,1761,1741,1742,225,836,820,796,794,734,1674,1040,220,972,24,-91,-57,-46,33,2321,2321,2321,2321,2337,2338,2338
50,27,39,2,4,Dodge County,Minnesota,17731,17731,17856,18165,18609,18966,19355,63,237,294,287,274,27,119,131,114,110,0,23,23,22,22,90,173,261,164,203,-1,-5,-3,-2,0,192,192,192,192,192,192,192
50,27,41,2,4,Douglas County,Minnesota,32821,32821,32910,33278,33664,34156,34628,87,357,354,355,350,76,326,343,358,361,0,3,3,3,3,77,341,378,499,478,1,-7,-6,-7,2,676,676,676,676,676,676,676
50,27,43,2,4,Faribault County,Minnesota,16181,16181,16145,15965,15893,15740,15642,41,143,147,160,192,50,210,218,230,246,1,7,8,8,8,-28,-119,-4,-89,-52,0,-1,-5,-2,0,450,450,450,450,450,450,450
50,27,45,2,4,Fillmore County,Minnesota,21122,21122,21163,21279,21323,21339,21321,81,236,245,267,280,59,252,239,258,261,0,0,1,1,0,18,137,39,10,-37,1,-5,-2,-4,0,520,520,520,520,520,520,520
50,27,47,2,4,Freeborn County,Minnesota,32584,32584,32555,32475,32122,32075,31971,94,383,349,376,355,88,376,372,385,375,7,45,46,46,44,-44,-122,-374,-79,-128,2,-10,-2,-5,0,590,590,590,590,590,590,590
50,27,49,2,4,Goodhue County,Minnesota,44127,44127,44164,44640,44992,45225,45496,124,503,528,528,521,105,460,438,444,453,3,23,23,23,23,11,420,247,134,172,4,-10,-8,-8,8,1100,1100,1100,1129,1131,1084,1084
50,27,51,2,4,Grant County,Minnesota,6289,6289,6274,6257,6275,6225,6118,14,63,66,66,57,21,82,76,83,92,0,1,1,1,1,-7,2,29,-32,-74,-1,-1,-2,-2,1,199,199,199,199,199,199,199
50,27,53,2,4,Hennepin County,Minnesota,1116200,1116039,1117658,1123247,1120443,1120433,1120897,4078,16646,16024,16318,16417,1818,8075,8037,7822,7837,1819,7314,7109,6924,6920,-2487,-10100,-17802,-15262,-14987,27,-196,-98,-168,-49,28048,28048,28048,27812,28210,29277,29277
50,27,55,2,4,Houston County,Minnesota,19718,19718,19753,19929,19925,19910,19890,59,203,201,191,204,49,199,156,178,208,2,9,9,9,9,22,167,-56,-34,-26,1,-4,-2,-3,1,375,375,375,375,375,375,375
50,27,57,2,4,Hubbard County,Minnesota,18376,18376,18433,18408,18548,18614,18849,41,172,186,184,192,46,164,187,183,163,0,2,2,2,2,68,-27,142,68,202,-6,-8,-3,-5,2,169,169,169,169,169,169,169
50,27,59,2,4,Isanti County,Minnesota,31287,31287,31536,32645,33909,35442,36546,84,374,414,435,480,44,201,246,239,229,0,14,13,13,13,213,925,1084,1331,843,-4,-3,-1,-7,-3,470,470,470,471,470,470,470
50,27,61,2,4,Itasca County,Minnesota,43992,43992,44021,43966,44078,44380,44316,124,447,450,465,432,92,489,496,486,498,3,24,24,22,22,-3,-24,137,309,-22,-3,-13,-3,-8,2,710,710,710,710,710,710,710
50,27,63,2,4,Jackson County,Minnesota,11268,11268,11243,11158,11273,11200,11234,32,115,110,105,89,33,119,144,138,131,0,2,3,3,3,-22,-80,147,-41,72,-2,-3,-1,-2,1,313,313,313,313,313,313,313
50,27,65,2,4,Kanabec County,Minnesota,14996,14996,15070,15300,15529,15929,16056,28,190,176,176,182,31,121,134,129,132,0,0,1,1,0,78,164,190,354,77,-1,-3,-4,-2,0,122,122,122,122,122,122,122
50,27,67,2,4,Kandiyohi County,Minnesota,41203,41203,41160,41155,40861,41141,41191,142,517,529,552,561,74,388,336,356,381,14,81,80,76,74,-122,-209,-563,14,-204,-3,-6,-4,-6,0,865,865,865,857,862,861,861
50,27,69,2,4,Kittson County,Minnesota,5285,5285,5268,5164,5044,4933,4820,14,53,44,41,38,10,79,67,69,74,0,-1,0,0,-1,-20,-76,-95,-83,-76,-1,-1,-2,0,0,147,147,147,147,147,147,147
50,27,71,2,4,Koochiching County,Minnesota,14355,14355,14308,14109,13986,13974,13863,37,140,125,127,130,48,150,147,162,180,2,12,11,12,12,-36,-200,-110,13,-72,-2,-1,-2,-2,-1,288,288,288,288,288,288,288
50,27,73,2,4,Lac qui Parle County,Minnesota,8067,8067,8053,7943,7936,7863,7756,22,74,69,69,66,21,109,107,125,134,0,0,0,0,0,-14,-74,34,-15,-40,-1,-1,-3,-2,1,213,213,213,213,213,213,213
50,27,75,2,4,Lake County,Minnesota,11058,11058,11068,11145,11137,11220,11218,26,98,99,105,94,21,111,139,126,122,0,1,1,1,1,6,92,34,105,26,-1,-3,-3,-2,-1,270,270,270,270,270,270,270
50,27,77,2,4,Lake of the Woods County,Minnesota,4522,4522,4509,4457,4336,4358,4404,15,36,27,31,44,15,43,56,39,28,3,8,10,9,9,-15,-53,-102,22,20,-1,0,0,-1,1,47,47,47,47,47,47,47
50,27,79,2,4,Le Sueur County,Minnesota,25426,25426,25495,25766,26132,26730,27166,67,335,323,315,326,51,227,230,227,247,1,25,25,26,26,51,142,253,489,332,1,-4,-5,-5,-1,293,293,293,293,293,293,293
50,27,81,2,4,Lincoln County,Minnesota,6429,6429,6408,6343,6245,6220,6178,16,57,63,64,62,16,91,106,105,96,0,0,1,1,0,-19,-29,-55,17,-10,-2,-2,-1,-2,2,205,205,205,205,205,205,205
50,27,83,2,4,Lyon County,Minnesota,25425,25425,25434,25387,24952,24797,24703,91,362,321,335,311,53,231,226,217,205,11,69,67,65,67,-41,-246,-594,-334,-266,1,-1,-3,-4,-1,1256,1256,1256,1280,1204,1112,1112
50,27,85,2,4,McLeod County,Minnesota,34898,34898,34874,35280,35643,35810,36190,108,521,483,506,539,68,285,271,279,300,5,33,33,31,30,-69,149,124,-86,110,0,-12,-6,-5,1,477,477,477,477,477,477,477
50,27,87,2,4,Mahnomen County,Minnesota,5190,5190,5174,5199,5168,5121,5081,14,80,82,79,72,11,55,62,54,36,0,1,2,2,1,-19,1,-52,-73,-78,0,-2,-1,-1,1,75,75,75,75,75,75,75
50,27,89,2,4,Marshall County,Minnesota,10155,10155,10123,9990,9956,10019,10015,29,90,108,111,106,26,99,95,86,84,0,5,6,6,4,-33,-126,-48,33,-32,-2,-3,-5,-1,2,123,123,123,123,123,123,123
50,27,91,2,4,Martin County,Minnesota,21802,21802,21778,21523,21329,21203,21044,55,229,231,208,209,61,224,273,251,248,0,5,6,6,6,-20,-263,-154,-85,-126,2,-2,-4,-4,0,480,480,480,480,480,480,480
50,27,93,2,4,Meeker County,Minnesota,22644,22642,22690,22848,23032,23185,23277,72,289,301,278,268,56,231,224,226,213,0,5,6,6,6,31,100,103,99,30,1,-5,-2,-4,1,515,515,515,515,515,515,515
50,27,95,2,4,Mille Lacs County,Minnesota,22330,22330,22461,23005,23762,24455,25079,68,260,277,332,357,57,253,257,234,223,0,4,4,4,4,123,539,738,596,489,-3,-6,-5,-5,-3,515,515,515,515,515,515,515
50,27,97,2,4,Morrison County,Minnesota,31712,31712,31797,32127,32466,32552,32689,99,415,407,394,412,71,285,320,324,298,1,3,3,3,3,57,205,252,18,17,-1,-8,-3,-5,3,557,557,557,557,557,557,557
50,27,99,2,4,Mower County,Minnesota,38603,38603,38700,38838,38770,38859,38998,128,522,518,539,556,105,384,400,392,402,21,108,106,105,105,50,-92,-282,-156,-123,3,-16,-10,-7,3,856,856,856,856,856,856,856
50,27,101,2,4,Murray County,Minnesota,9165,9165,9143,9098,9064,9001,8995,22,89,90,102,114,29,103,97,91,88,0,5,6,5,5,-15,-35,-31,-77,-39,0,-1,-2,-2,2,161,161,161,161,161,161,161
50,27,103,2,4,Nicollet County,Minnesota,29771,29771,29906,30210,30455,30677,30829,92,383,384,388,371,35,174,189,199,196,7,48,45,45,45,70,56,10,-7,-71,1,-9,-5,-5,3,2552,2552,2552,2445,2571,2618,2618
50,27,105,2,4,Nobles County,Minnesota,20832,20832,20806,20770,20602,20550,20477,53,306,294,299,300,35,198,173,187,185,13,84,82,78,79,-54,-220,-371,-238,-267,-3,-8,0,-4,0,389,389,389,389,389,389,389
50,27,107,2,4,Norman County,Minnesota,7442,7442,7436,7334,7311,7167,7085,19,62,80,78,54,21,86,107,108,119,0,5,7,6,6,-5,-81,-2,-118,-25,1,-2,-1,-2,2,185,185,185,185,185,185,185
50,27,109,2,4,Olmsted County,Minnesota,124277,124277,124846,126730,129090,131203,133283,486,1859,1933,2008,2009,168,780,779,814,847,174,697,678,655,657,64,154,550,282,252,13,-46,-22,-18,9,3110,3110,3110,3089,3064,3094,3094
50,27,111,2,4,Otter Tail County,Minnesota,57159,57159,57156,57248,57457,57735,57931,136,539,575,587,602,142,621,665,674,697,3,86,86,84,83,-2,100,218,291,206,2,-12,-5,-10,2,1397,1397,1397,1382,1382,1378,1378
50,27,113,2,4,Pennington County,Minnesota,13584,13584,13550,13383,13612,13580,13545,39,157,168,153,156,38,144,135,136,150,1,12,10,11,11,-36,-191,188,-57,-52,0,-1,-2,-3,0,441,441,441,441,441,441,441
50,27,115,2,4,Pine County,Minnesota,26530,26530,26663,27168,27566,27766,28116,68,310,286,304,326,64,238,249,259,261,0,5,6,6,6,134,429,359,155,280,-5,-1,-4,-6,-1,1337,1337,1337,1351,1399,1417,1417
50,27,117,2,4,Pipestone County,Minnesota,9895,9895,9850,9879,9737,9662,9579,32,130,99,108,118,19,134,135,143,143,0,1,1,1,1,-56,35,-105,-39,-59,-2,-3,-2,-2,0,231,231,231,231,231,231,231
50,27,119,2,4,Polk County,Minnesota,31369,31369,31379,31074,30925,31020,31123,91,298,306,373,390,57,365,375,388,387,7,34,34,33,33,-32,-268,-111,83,65,1,-4,-3,-6,2,1500,1500,1500,1492,1456,1471,1471
50,27,121,2,4,Pope County,Minnesota,11236,11236,11248,11167,11232,11215,11227,31,97,106,115,144,41,137,146,154,152,0,1,2,2,1,23,-36,107,21,19,-1,-6,-4,-1,0,309,309,309,309,309,309,309
50,27,123,2,4,Ramsey County,Minnesota,511035,511202,511348,512141,509518,504728,499498,1801,7565,7184,7410,7554,972,4144,4008,3948,3905,693,2639,2565,2501,2499,-1388,-5188,-8323,-10675,-11292,12,-79,-41,-78,-86,17693,17693,17693,17485,17926,17942,17942
50,27,125,2,4,Red Lake County,Minnesota,4299,4299,4282,4294,4274,4291,4289,16,48,40,37,47,11,40,47,47,46,0,0,1,1,0,-21,6,-14,27,-3,-1,-2,0,-1,0,163,163,163,163,163,163,163
50,27,127,2,4,Redwood County,Minnesota,16815,16815,16750,16630,16413,16288,16201,44,182,190,224,241,49,213,193,207,229,0,2,2,2,2,-57,-88,-214,-141,-100,-3,-3,-2,-3,-1,500,500,500,500,500,500,500
50,27,129,2,4,Renville County,Minnesota,17154,17154,17139,16941,16972,16855,16701,49,203,188,193,189,36,255,188,196,196,0,14,14,14,14,-26,-157,19,-125,-160,-2,-3,-2,-3,-1,369,369,369,369,369,369,369
50,27,131,2,4,Rice County,Minnesota,56665,56665,56831,57890,58669,59687,60418,157,703,706,716,692,82,459,436,430,449,48,188,186,180,180,38,638,329,561,305,5,-11,-6,-9,3,6690,6690,6690,6803,6861,6965,6965
50,27,133,2,4,Rock County,Minnesota,9721,9721,9712,9695,9683,9657,9579,34,127,117,132,140,20,149,130,129,129,0,2,2,2,2,-23,7,0,-30,-90,0,-4,-1,-1,-1,232,232,232,232,232,232,232
50,27,135,2,4,Roseau County,Minnesota,16338,16338,16308,16196,16166,16314,16308,45,201,205,206,197,24,145,131,134,135,0,5,5,5,4,-52,-170,-108,73,-72,1,-3,-1,-2,0,241,241,241,241,241,241,241
50,27,137,2,4,St. Louis County,Minnesota,200528,200528,200431,200854,199941,199284,198136,498,1947,1971,2005,1968,482,2230,2182,2176,2221,19,91,91,90,88,-138,667,-767,-545,-985,6,-52,-26,-31,2,8966,8966,8966,10342,10379,10969,10969
50,27,139,2,4,Scott County,Minnesota,89498,89498,91112,97552,103852,108910,114794,456,1684,1806,1945,2027,86,419,418,414,388,37,163,161,158,158,1238,4981,4754,3388,4115,-31,31,-3,-19,-28,906,906,906,906,928,981,981
50,27,141,2,4,Sherburne County,Minnesota,64417,64415,65313,68360,72263,75399,78762,251,1145,1135,1241,1307,95,313,390,378,349,5,22,22,22,22,758,2018,2995,2100,2389,-21,175,141,151,-6,1620,1620,1620,1660,1658,1630,1630
50,27,143,2,4,Sibley County,Minnesota,15356,15356,15357,15377,15333,15264,15230,55,174,187,194,206,37,168,145,157,159,5,28,27,27,27,-22,-9,-110,-130,-110,0,-5,-3,-3,2,324,324,324,324,324,324,324
50,27,145,2,4,Stearns County,Minnesota,133166,133169,133562,135867,138228,140139,141055,450,1710,1733,1766,1769,204,805,780,783,797,50,214,209,201,199,84,-63,156,-333,-263,13,1249,1043,1060,8,7335,7335,7335,7356,7502,7561,7561
50,27,147,2,4,Steele County,Minnesota,33680,33680,33798,34213,34371,34803,35166,123,483,441,472,509,63,269,283,286,301,18,99,98,98,98,40,130,-89,110,55,0,-28,-9,38,2,629,629,629,639,650,663,663
50,27,149,2,4,Stevens County,Minnesota,10053,10053,10023,9982,9902,9939,9935,33,105,94,97,94,24,89,79,84,101,0,15,16,16,15,-38,-71,-109,10,-13,-1,-1,-2,-2,1,955,955,955,1000,1032,1076,1076
50,27,151,2,4,Swift County,Minnesota,11956,11956,11924,11512,11476,11657,11478,35,109,113,123,122,30,125,121,128,135,1,3,3,3,3,-37,-399,-30,185,-169,-1,0,-1,-2,0,1538,1538,1538,1386,1359,1673,1673
50,27,153,2,4,Todd County,Minnesota,24426,24426,24425,24538,24425,24424,24647,79,256,276,291,304,54,222,249,233,218,3,35,34,34,34,-27,50,-165,-89,101,-2,-6,-9,-4,2,302,302,302,302,302,302,302
50,27,155,2,4,Traverse County,Minnesota,4134,4134,4123,3962,3933,3891,3871,13,33,31,34,32,12,60,52,55,59,0,0,0,0,0,-11,-136,-6,-20,7,-1,2,-2,-1,0,108,108,108,108,108,108,108
50,27,157,2,4,Wabasha County,Minnesota,21610,21610,21668,21861,21980,22171,22215,65,260,264,249,242,42,178,194,194,192,6,44,44,41,42,29,73,9,99,-50,0,-6,-4,-4,2,359,359,359,359,359,359,359
